Date,Close,High,Low,Open,Volume
2024-12-12,4305.1962890625,4334.235964469825,4277.21925947457,4281.132929290767,1914642
2024-12-13,4323.5087890625,4343.802869518513,4246.681198764737,4285.868384861056,1967048
2024-12-16,4266.78271484375,4324.572341973805,4249.194321264541,4309.110183879598,1646224
2024-12-17,4182.9970703125,4283.936162604462,4172.85002878812,4261.757440239835,3225027
2024-12-18,4201.6962890625,4215.370539745701,4145.404373899688,4166.761572566735,1575404
2024-12-19,4128.2998046875,4217.303953627739,4118.732687983827,4138.060387129693,3015763
2024-12-20,4030.114501953125,4234.698360944804,4012.913040580397,4183.47996452078,4116989
2024-12-23,4018.517822265625,4075.244800144384,3976.576815304956,4058.864388641254,2195338
2024-12-24,4039.005615234375,4076.211433199807,4018.518066984285,4018.518066984285,1181886
2024-12-26,4028.955322265625,4058.768390369804,4003.877445728934,4039.0056307056766,1208464
2024-12-27,4024.84814453125,4040.407035405857,4007.839676342877,4023.060238137416,858100
2024-12-30,4019.0009765625,4058.139561537742,3973.77435600481,4011.463363758746,1527169
2024-12-31,3957.15283203125,4000.785250683389,3896.512181145006,3996.001456806672,1555429
2025-01-01,3974.209716796875,3995.035122362092,3948.117088917304,3956.766186468118,763161
2025-01-02,4035.381591796875,4042.3878820538416,3959.230653337167,3981.5056356829614,1720835
2025-01-03,3962.0810546875,4039.4404431477774,3954.736671568429,4039.4404431477774,1791953
2025-01-06,3957.34619140625,4010.159032163457,3929.707488711792,3967.493232922676,2085593
2025-01-07,3892.887939453125,4001.171403547374,3876.700994043036,3976.625323985592,2669054
2025-01-08,3970.29541015625,3987.3038778331775,3882.692718168748,3899.266123917583,2181277
2025-01-09,3903.083740234375,3998.659112287095,3889.989177677788,3963.144467280376,2392472
2025-01-10,4122.259765625,4152.556027431617,4029.82514181751,4058.8166896003695,7894300
2025-01-13,4146.8544921875,4177.633946764794,4085.295583032913,4102.304052275712,4003771
2025-01-14,4090.755126953125,4168.887435043552,4077.225739296517,4157.3875499089545,3441709
2025-01-15,4106.74951171875,4113.36934289311,4066.0164811061386,4076.211653417297,1653474
2025-01-16,4064.904541015625,4149.656683926709,4050.940562589214,4116.799597933809,2637705
2025-01-17,4058.99951171875,4094.7250599119097,4035.133463463163,4094.035950834944,1761466
2025-01-20,4013.236083984375,4080.159197096652,4003.68971251208,4080.159197096652,1287799
2025-01-21,3971.950439453125,4045.9104925810793,3966.192966456276,4030.459118905745,1971591
2025-01-22,4090.78857421875,4097.234675731883,3980.168061257192,3985.876277808836,2409223
2025-01-23,4079.815185546875,4124.988353664755,4074.500299432775,4102.007958650073,1822998
2025-01-24,4086.60546875,4111.84925328783,4039.0209036604247,4039.0209036604247,1910099
2025-01-27,4000.7861328125,4090.542349798662,3977.067853766373,4037.0527805961183,1551782
2025-01-28,3976.329833984375,4037.052887627697,3964.519830412573,4006.346926396039,2468272
2025-01-29,4034.887451171875,4042.810283413764,3989.8127972855,3989.8127972855,1217089
2025-01-30,4035.13330078125,4064.5107788173946,3994.2413583605,4034.985771856494,1531251
2025-01-31,4047.2880859375,4063.084253880994,4020.568049243695,4044.9261813577104,1492943
2025-02-01,4008.65966796875,4070.416146418094,3991.781300247632,4047.878818520343,437172
2025-02-03,4004.23046875,4012.448358284544,3935.38804374591,3967.078169136254,1265713
2025-02-04,4042.0224609375,4053.6359186488944,4001.671858447264,4019.042308064253,2547132
2025-02-05,4026.325439453125,4084.292775750716,4011.464422640944,4084.292775750716,1693912
2025-02-06,4018.107421875,4073.958893601509,3987.401462566728,4040.398706110421,2284536
2025-02-07,3965.60205078125,4025.242661633349,3944.540975018695,4025.242661633349,1548940
2025-02-10,3973.03271484375,3987.844475474268,3950.7906859718814,3976.034472091817,1339511
2025-02-11,3900.795166015625,3976.03468520917,3892.380490099572,3954.776581871261,1810908
2025-02-12,3887.60693359375,3958.0733824566832,3877.765264214856,3908.225423162638,1678002
2025-02-13,3848.240234375,3921.363885502808,3840.465411719575,3905.174387520859,2277310
2025-02-14,3872.54931640625,3885.491015344776,3838.251003000159,3862.855176096314,1681975
2025-02-17,3842.679443359375,3871.712365264639,3795.144136727261,3795.439434835556,1799806
2025-02-18,3811.875244140625,3862.264542094176,3803.313040041849,3836.676202324196,2149879
2025-02-19,3724.186279296875,3813.597703204128,3708.488624107545,3810.891244071504,4366672
2025-02-20,3719.560302734375,3728.024234223072,3691.905356883169,3701.943811253983,2888572
2025-02-21,3726.05615234375,3756.565328445878,3715.2303156623498,3716.312995440546,1833931
2025-02-24,3617.404296875,3703.617181327556,3611.8928656021694,3683.8845850558178,2508516
2025-02-25,3572.0830078125,3600.0825079673364,3563.9143745152314,3567.605000377692,4101954
2025-02-27,3555.352294921875,3580.3992952627914,3543.6898206785454,3554.5156569204064,3823856
2025-02-28,3428.099609375,3543.001103495299,3402.26522632868,3528.1893424937143,7085018
2025-03-03,3437.744140625,3467.465932107233,3421.1115763215325,3429.821549249616,4990439
2025-03-04,3476.126953125,3494.7768689297923,3409.449641700051,3418.9960131405514,2797737
2025-03-05,3490.889404296875,3543.3455504299354,3465.104278437371,3465.104278437371,2501894
2025-03-06,3544.57568359375,3552.3012497690074,3480.112750180772,3500.681742747534,2786513
2025-03-07,3554.0234375,3567.6049886843603,3517.806047766746,3543.0008163486063,2051315
2025-03-10,3532.814697265625,3564.751106121065,3525.876512682056,3549.3980060199115,1004626
2025-03-11,3518.692138671875,3531.929136072837,3481.6381088995104,3501.666002409517,1995450
2025-03-12,3450.68603515625,3512.7378080263093,3431.642549263105,3508.5550985819973,3174167
2025-03-13,3455.459228515625,3468.4994398886056,3428.935978721456,3446.847768174978,1693004
2025-03-17,3442.320556640625,3474.552022976726,3422.292904166321,3433.758352569724,2690906
2025-03-18,3442.320556640625,3442.320556640625,3442.320556640625,3442.320556640625,0
2025-03-19,3441.73046875,3490.84030532552,3407.924236612897,3490.84030532552,3051244
2025-03-20,3506.734375,3522.2842608792944,3456.394331571365,3456.394331571365,2845192
2025-03-21,3521.44775390625,3558.993625808531,3410.1383791017106,3419.980048305468,4161925
2025-03-24,3571.492431640625,3591.963151261163,3510.129769454268,3543.000847877303,1834751
2025-03-25,3599.836669921875,3651.259393181643,3580.3993726131584,3587.288541279539,3135390
2025-03-26,3578.234130859375,3622.226344067718,3568.441718073897,3589.9948774821405,1734499
2025-03-27,3593.390380859375,3605.003599121784,3553.334833368605,3557.616055783924,2528474
2025-03-28,3549.053466796875,3602.9858624379135,3535.029088090658,3593.1934495717564,2051919
2025-04-01,3494.579833984375,3527.2541266111284,3469.1882802188134,3516.1329927216443,2618493
2025-04-02,3487.838134765625,3507.6692413832784,3474.1583113674365,3487.8873911642027,1764313
2025-04-03,3349.267578125,3446.5525748706787,3342.3784096429627,3435.72673868462,4537821
2025-04-04,3247.16015625,3345.822887443276,3243.322001470733,3309.359696214885,5317367
2025-04-07,3222.211669921875,3239.2868213813013,3007.66328685901,3050.917373829733,6623955
2025-04-08,3240.8125,3295.9751054332087,3203.758710556288,3249.768515327564,5557558
2025-04-09,3195.1962890625,3218.225697946936,3161.193275299811,3208.9253689849565,2990265
2025-04-11,3180.33544921875,3246.7174609037224,3155.239192385985,3237.466387828363,7108961
2025-04-15,3196.77099609375,3261.922799255597,3187.323137665445,3261.922799255597,3512160
2025-04-16,3221.9658203125,3226.197786267431,3177.8750927421893,3196.7710501937127,2384391
2025-04-17,3246.668212890625,3251.293989715387,3167.0492037843464,3194.113794556276,2932346
2025-04-21,3269.009033203125,3300.895946233792,3232.102772623588,3238.0077743163138,2432946
2025-04-22,3261.922607421875,3281.113861561047,3242.8298660806427,3269.99296804921,2710498
2025-04-23,3358.9619140625,3366.736737120651,3284.4605214803964,3311.7218988632617,3543923
2025-04-24,3347.7421875,3358.469510485716,3334.0621235706053,3347.25010405524,2252175
2025-04-25,3393.40771484375,3422.735938624516,3351.0885351052693,3365.851039665205,2742991
2025-04-28,3388.978759765625,3403.052394655164,3351.088333672703,3380.613341017837,1593296
2025-04-29,3417.51953125,3439.663286312095,3376.086009001543,3400.296610646148,1578332
2025-04-30,3399.017333984375,3454.32746830495,3312.7059408589703,3417.027637154589,2809332
2025-05-02,3376.676513671875,3436.218609001852,3365.8506781573337,3417.0273551351647,1721761
2025-05-05,3399.607666015625,3449.012794818901,3391.832603580027,3395.375700420947,1284443
2025-05-06,3405.217529296875,3418.011699204638,3382.5816902292945,3405.217529296875,1324763
2025-05-07,3390.553466796875,3404.7253739778457,3366.4413778642383,3366.4413778642383,1477128
2025-05-08,3394.293212890625,3421.948399604324,3374.4130890526376,3393.4075587678194,2543591
2025-05-09,3385.829833984375,3391.63632327006,3344.2980339545816,3345.183688159126,2531757
2025-05-12,3563.077880859375,3573.018063028258,3446.7493970179844,3449.505112495261,2228678
2025-05-13,3459.3466796875,3565.636705692123,3454.9179286039744,3563.077775622703,3062887
2025-05-14,3492.51318359375,3504.618485051228,3453.0482333329505,3465.251807319678,2119499
2025-05-15,3523.21923828125,3543.001090479818,3458.4612439031466,3507.57107957502,3548330
2025-05-16,3504.91357421875,3536.997270491984,3489.954285627693,3536.997270491984,1666727
2025-05-19,3463.086669921875,3493.792630336284,3448.225653046167,3493.792630336284,2537377
2025-05-20,3442.911376953125,3501.666097309959,3438.6794109052826,3475.8809706180728,2038374
2025-05-21,3469.975830078125,3480.998451703358,3442.911239345345,3452.457610566972,1440153
2025-05-22,3421.948486328125,3442.4192069502,3396.655443759444,3439.663491434224,2034383
2025-05-23,3458.952880859375,3479.0297883369053,3410.7287055754973,3421.9481114702744,1274331
2025-05-26,3481.293701171875,3488.871738416089,3454.524408949068,3465.2517322885897,967470
2025-05-27,3443.304931640625,3483.951075577389,3427.952071065876,3476.0777398133723,2467680
2025-05-28,3442.320556640625,3473.125029010764,3437.695020213828,3464.267526811529,1222933
2025-05-29,3442.714599609375,3476.5698475204663,3431.2981665619545,3449.20995749486,3188072
2025-05-30,3408.5634765625,3451.177950527532,3398.4267499171647,3434.7424116842376,3404365
2025-06-02,3395.17919921875,3405.217654074579,3364.4732383699834,3395.375984554132,1877585
2025-06-03,3351.28515625,3418.503805107925,3346.6596197695403,3391.439214740725,2848125
2025-06-04,3356.94482421875,3370.746482399833,3346.122152204125,3364.9875293233777,2544807
2025-06-05,3347.214111328125,3384.8454732776427,3339.866398705881,3384.8454732776427,3584683
2025-06-06,3360.221435546875,3366.873914676264,3334.902114040244,3347.2144001409188,2070390
2025-06-09,3397.654296875,3409.668660230926,3366.873944962607,3375.909564585076,1718678
2025-06-10,3438.36376953125,3461.1016586442274,3398.94510956099,3415.626122829056,2419874
2025-06-11,3447.300048828125,3464.278985186734,3424.6617902310286,3445.4136080819626,2847013
2025-06-12,3409.866943359375,3450.079980797376,3398.944883808313,3447.299771702225,4060134
2025-06-13,3421.28564453125,3426.0516828925206,3369.157630228437,3369.157630228437,2178493
2025-06-16,3471.527099609375,3484.1370655851665,3401.9236944953027,3415.625963412075,1934088
2025-06-17,3490.392578125,3495.059228043925,3463.3853507540894,3485.13008250971,2111940
2025-06-18,3426.945068359375,3512.9315625297536,3418.704071793645,3494.16557511537,2696327
2025-06-19,3399.739501953125,3426.548195455676,3388.817441637271,3425.555280881508,2672768
2025-06-20,3411.3564453125,3421.881436427704,3386.732116175425,3400.7323081895083,2351248
2025-06-23,3369.554931640625,3400.732351710977,3346.122051172553,3390.8032061585363,3123421
2025-06-24,3366.37744140625,3417.711318302596,3358.0370560315137,3410.264459071302,3403048
2025-06-25,3420.39208984375,3425.555197020872,3375.909469527816,3383.157794223958,1757699
2025-06-26,3417.413330078125,3426.945164265374,3391.10109463089,3420.392073713661,2879106
2025-06-27,3416.718505859375,3441.8390511551324,3406.689971497181,3430.5199217495656,1778433
2025-06-30,3437.47021484375,3440.3495701102424,3405.6969488486607,3415.526706051579,1468351
2025-07-01,3405.399169921875,3460.307396022409,3389.314001814202,3430.5199578930915,2375183
2025-07-02,3399.04443359375,3465.172397295891,3395.7677670907174,3462.4915764882385,3090585
2025-07-03,3376.703857421875,3410.959409470928,3373.5265793371623,3405.6969138623963,2531870
2025-07-04,3395.5693359375,3402.718272445599,3366.0798213348503,3383.852895387978,1109320
2025-07-07,3387.526611328125,3401.824726672673,3384.249944744325,3394.079944495724,1639174
2025-07-08,3382.0654296875,3400.732271367233,3369.356075198484,3380.873980731512,2325242
2025-07-09,3359.82421875,3389.810188927958,3343.143206245001,3385.838530827281,2034938
2025-07-10,3358.036865234375,3374.916411866245,3332.221088032692,3356.051036218861,3035012
2025-07-11,3242.85888671875,3311.369989959287,3237.9937024384426,3276.518592650877,7635550
2025-07-14,3199.865478515625,3248.816211355921,3177.326368074251,3242.8587244157825,3924009
2025-07-15,3229.256103515625,3236.3056515140206,3183.2841104563845,3183.2841104563845,2590889
2025-07-16,3221.08642578125,3232.842384321887,3208.632873739526,3215.008995091513,2540733
2025-07-17,3197.275146484375,3229.9533162828457,3192.194243099011,3212.1199267281463,2947640
2025-07-18,3178.046875,3216.802476353157,3175.157748110912,3213.016547743236,3432645
2025-07-21,3146.464599609375,3185.718341629892,3140.287686436296,3178.14648468648,3844346
2025-07-22,3147.859619140625,3168.283445003984,3142.8781981983425,3147.859619140625,3198036
2025-07-23,3167.287109375,3170.1762361812234,3145.866999671073,3147.859568015624,1922875
2025-07-24,3136.302734375,3161.9071902624382,3128.332460590057,3153.339291883696,2934778
2025-07-25,3124.14794921875,3145.169399267611,3113.9858993305074,3128.332294086445,2568917
2025-07-28,3067.85791015625,3106.41405910006,3058.4926929668136,3098.443785696339,3374473
2025-07-29,3044.64453125,3062.5776469445354,3029.899476365581,3048.629668071008,4785312
2025-07-30,3042.25341796875,3057.5960967882907,3035.877053384358,3048.629539319704,2880121
2025-07-31,3025.515869140625,3048.430405452322,3003.796825207198,3030.3975643658264,2968371
2025-08-01,2991.84130859375,3025.515761579588,2988.8524561376125,3018.64125499041,2053847
2025-08-04,3062.97607421875,3067.957495262713,2980.483936317478,2997.9189099713494,2519252
2025-08-05,3052.51513671875,3066.064699458969,3030.696609505827,3062.976121071088,1927996
2025-08-06,3021.032470703125,3055.40427380999,3014.75583192388,3051.618345400808,1487081
2025-08-07,3035.677978515625,3040.2609831608825,2999.7120213520734,3004.793168100796,2543076
2025-08-08,3025.1171875,3048.4303832570085,3013.759645138969,3036.7739069952254,2762140
2025-08-11,3029.5009765625,3038.567016640599,3010.073435095005,3025.117180240026,1884215
2025-08-12,3024.120849609375,3084.8941835228848,3015.652434227984,3029.700138212843,3358232
2025-08-13,3024.91796875,3033.087450352522,3017.3463549468943,3024.8184862723915,2148166
2025-08-14,3011.06982421875,3044.544827820162,3007.881763385299,3022.726300858826,3342174
2025-08-18,3000.010986328125,3037.67057838676,2992.2399207869066,3035.179867843642,2945609
2025-08-19,3004.992431640625,3013.7597814697733,2999.911528031773,3000.0110105142285,2650784
2025-08-20,3087.086181640625,3091.868151000454,2999.7118666132724,2999.7118666132724,4952358
2025-08-21,3091.071533203125,3118.369623669664,3071.643990819241,3118.369623669664,3230726
2025-08-22,3042.65185546875,3084.1968567150047,3038.666718788372,3074.532948911776,1593791
2025-08-25,3128.93017578125,3140.2877180773667,3065.666130699425,3075.8281806328096,3448370
2025-08-26,3145.468505859375,3150.2507187850565,3108.4067813438887,3117.373339366996,5522097
2025-08-28,3082.204345703125,3134.808199509225,3075.0311481917124,3133.313773226287,3116051
2025-08-29,3073.23779296875,3103.425252579535,3065.7656615419933,3081.507000394383,2271789
2025-09-01,3101.0341796875,3119.4654366830314,3078.518060334719,3078.518060334719,1246862
2025-09-02,3099.938232421875,3143.2765943406766,3091.569542586104,3109.502657862849,2185229
2025-09-03,3085.990234375,3130.225154484772,3076.525534705408,3118.2697443758125,1799774
2025-09-04,3084.197021484375,3106.414208311097,3079.3153260834893,3104.421639864457,1481391
2025-09-05,3036.97314453125,3091.868257451282,3017.3463946381216,3085.5918616420554,2802055
2025-09-08,3007.781982421875,3053.5113296442846,3004.793129839144,3038.666792443431,2626187
2025-09-09,3038.06884765625,3048.6295571410296,3019.538108052908,3020.833326119296,2489301
2025-09-10,3098.44384765625,3111.0966082909868,3042.0540649039185,3045.0429174900823,2079428
2025-09-11,3112.591064453125,3127.336119333051,3098.543603103421,3127.336119333051,2263446
2025-09-12,3121.7568359375,3137.0000329464906,3109.4030090679694,3132.3175458217547,1447167
2025-09-15,3100.336669921875,3122.354647788361,3084.4958486128803,3122.354647788361,1732539
2025-09-16,3134.01123046875,3138.295301272733,3097.5473738607,3116.377048374956,2573429
2025-09-17,3161.010498046875,3170.5746802441777,3130.723313005144,3140.287738435889,2418271
2025-09-18,3164.89599609375,3191.0983194206656,3149.652799058944,3173.1652036699406,2633138
2025-09-19,3157.423828125,3168.681888196503,3132.3175150101574,3158.220904129198,4901694
2025-09-22,3062.37841796875,3095.355278998739,3053.6110683753386,3083.499594330073,3634901
2025-09-23,3051.0205078125,3069.252556548476,3040.6592498638747,3058.592364705798,3177741
2025-09-24,3024.120849609375,3045.640684813108,3021.7298649127106,3038.666695675492,1625714
2025-09-25,2946.41064453125,3018.3425546653493,2940.03452327195,3010.7706978406754,4974361
2025-09-26,2888.32763671875,2943.820618304199,2880.5565712711505,2930.07184762513,3934636
2025-09-29,2885.338623046875,2918.4152081680195,2883.2463290392707,2905.164580331207,3110035
2025-09-30,2877.667236328125,2904.467427717032,2874.379692997371,2900.183356935398,2253458
2025-10-01,2903.371337890625,2913.932047598146,2855.948356386049,2880.257593329001,1952902
2025-10-03,2891.116943359375,2913.134920868619,2880.35726888136,2913.134920868619,2899519
2025-10-06,2977.295654296875,2982.476526807699,2884.840673623438,2891.2167953135195,2112774
2025-10-07,2962.650146484375,2993.335747140356,2944.517823489207,2983.87104765697,3062943
2025-10-08,3015.951416015625,3031.692754680041,2956.9714413047523,2963.9454305531126,4121889
2025-10-09,3050.3232421875,3054.607312831964,3008.7782402976286,3022.726218895035,3211304
2025-10-10,3017.04736328125,3058.5923640088854,2995.726736367315,3038.666680855733,8817365
2025-10-13,2996.02587890625,3024.220771178156,2987.059320862895,3015.752355248321,2866865
2025-10-14,2949.300048828125,3015.9513618688843,2944.517836211276,3009.774448720779,3611416
2025-10-15,2969.800048828125,2979.699951171875,2951.0,2971.0,4282226
2025-10-16,2970.699951171875,2975.0,2943.10009765625,2969.89990234375,3251495
2025-10-17,2962.199951171875,2988.800048828125,2955.39990234375,2970.0,4374683
2025-10-20,3015.199951171875,3023.0,2978.5,2985.5,3133039
2025-10-21,3006.699951171875,3031.800048828125,2996.0,3031.10009765625,310644
2025-10-23,3073.199951171875,3098.0,3036.10009765625,3055.0,5564758
2025-10-24,3063.199951171875,3090.0,3058.300048828125,3080.0,2684318
2025-10-27,3084.89990234375,3094.199951171875,3060.199951171875,3066.5,1946312
2025-10-28,3057.89990234375,3090.199951171875,3040.199951171875,3076.0,3470737
2025-10-29,3057.60009765625,3076.0,3046.10009765625,3057.89990234375,2895420
2025-10-30,3035.300048828125,3063.800048828125,3032.800048828125,3049.10009765625,2241536
2025-10-31,3058.0,3067.399902,3025.100098,3035.0,1868085
2025-11-03,3016.800049,3058.0,3016.0,3046.899902,1173171
